"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"1",0,814.026410337472,2110.29352557041,870.185976184149,2812.75225995948,1590.26538517346,248.126412132795,2013.72296554279,1555.67908920019,1735.89784450204,741.144169821944,1514.82823874435,2160.09772892338,2794.55666685514,195.967248065115,846.139223281507,133.963436900959,321.532634885918,2110.54506662301,937.591758484474,2624.7809923472,782.441264591172,728.613590397502
"2",814.026410337472,0,1325.88645361966,59.7658895490099,2145.94175665301,780.879538843271,974.147594560412,1265.16786573261,758.050070921904,934.643158323832,145.941498651707,707.295409634039,1369.71035918914,2160.88226104087,984.826249645407,170.108821418588,686.241694435711,1117.80094308082,1326.72226376773,139.498059061672,1889.82543181628,49.562126838484,150.55960155576
"3",2110.29352557041,1325.88645361966,0,1280.87118775446,1020.29057014542,577.734534177012,2295.40375887624,229.153437676147,570.308085484768,406.608552736171,1446.5665784239,636.787069356636,67.555582132106,1112.21892057906,2295.09447937098,1264.26034593313,1976.6289095459,2427.35944925021,4.4533391081128,1239.60239627699,633.588011897616,1344.72051918563,1456.48925845333
"4",870.185976184149,59.7658895490099,1280.87118775446,0,2117.82723570007,729.415487533285,1024.80205759704,1227.71071041098,711.387929115697,886.066556864588,170.374635551485,656.960084757819,1323.17465946774,2136.90275818924,1038.48337987349,194.898791017033,743.423323422452,1171.33415548062,1281.83968995857,81.0453407469505,1852.66590272985,106.028399060807,178.59537174564
"5",2812.75225995948,2145.94175665301,1020.29057014542,2117.82723570007,0,1536.5247396678,3037.64584597341,935.642977494797,1484.68561889968,1374.18330530462,2287.23894251732,1571.8011414223,1032.45050722068,162.378934978106,3008.56189994773,2027.69610277532,2683.06271914624,3131.68694358904,1016.49170726169,2103.06953681579,440.904921254837,2146.82933504106,2294.17346368993
"6",1590.26538517346,780.879538843271,577.734534177012,729.415487533285,1536.5247396678,0,1754.19672494993,601.008787939281,107.023822667689,171.595965068941,887.183629309946,77.4609190258529,608.982783530812,1596.30326777479,1765.27122086522,758.407005298538,1459.33090899425,1898.28557553147,579.66247946024,677.373444287037,1196.43558922064,808.385429360544,898.024384409339
"7",248.126412132795,974.147594560412,2295.40375887624,1024.80205759704,3037.64584597341,1754.19672494993,0,2214.39056516234,1731.00345298161,1908.60574769983,873.536933399252,1681.26883624738,2341.56239642218,3025.09740173597,104.151934054737,1037.53276628361,360.999475857289,179.103402271803,2295.99441083568,1081.67778563454,2832.22837806714,951.347081743918,861.786204426821
"8",2013.72296554279,1265.16786573261,229.153437676147,1227.71071041098,935.642977494797,601.008787939281,2214.39056516234,0,552.441829463065,442.002980988872,1397.71235285305,637.51234590314,293.784658692435,998.449103314865,2204.06413742382,1177.04635435519,1879.86236982725,2334.4516559811,225.342091333785,1199.81177686667,624.955192337534,1275.96759788847,1406.28657780322
"9",1555.67908920019,758.050070921904,570.308085484768,711.387929115697,1484.68561889968,107.023822667689,1731.00345298161,552.441829463065,0,180.922386485081,876.313394719334,91.1673160966195,611.841891981517,1535.34850689183,1735.83210170692,713.057451824957,1423.12783268984,1868.67954520428,571.459443570693,669.420961843884,1166.42842610404,779.829898779538,886.303823873904
"10",1735.89784450204,934.643158323832,406.608552736171,886.066556864588,1374.18330530462,171.595965068941,1908.60574769983,442.002980988872,180.922386485081,0,1048.14914567611,231.968131643735,440.550117842069,1440.44963108748,1915.1337520826,893.952179426881,1603.53643621491,2048.05653157751,408.436796460745,839.274460166058,1025.89427924392,958.223722145422,1058.57006055543
"11",741.144169821944,145.941498651707,1446.5665784239,170.374635551485,2287.23894251732,887.183629309946,873.536933399252,1397.71235285305,876.313394719334,1048.14914567611,0,817.146213651951,1487.2026482425,2304.4977761322,896.52688717123,305.755065093573,622.7282194896,1028.22067573075,1447.66135481829,209.910923120975,2022.65118939028,165.507308261622,12.6005212297515
"12",1514.82823874435,707.295409634039,636.787069356636,656.960084757819,1571.8011414223,77.4609190258529,1681.26883624738,637.51234590314,91.1673160966195,231.968131643735,817.146213651951,0,672.495126957378,1624.71394738799,1690.88912109914,681.234573913134,1383.57742306195,1823.90470554086,638.3755464271,607.850479918898,1245.40562332691,733.579028995176,827.732257704336
"13",2160.09772892338,1369.71035918914,67.555582132106,1323.17465946774,1032.45050722068,608.982783530812,2341.56239642218,293.784658692435,611.841891981517,440.550117842069,1487.2026482425,672.495126957378,0,1132.41949783521,2343.46904896735,1314.01954736504,2026.66705791278,2475.99229674608,70.4959679933599,1278.9928471574,629.338273949104,1390.25491718146,1497.4052730872
"14",2794.55666685514,2160.88226104087,1112.21892057906,2136.90275818924,162.378934978106,1596.30326777479,3025.09740173597,998.449103314865,1535.34850689183,1440.44963108748,2304.4977761322,1624.71394738799,1132.41949783521,0,2990.49387202911,2033.36309483983,2667.14760726033,3110.6786533034,1108.15696295808,2128.33974235958,578.769663056315,2157.97280329988,2310.6596285745
"15",195.967248065115,984.826249645407,2295.09447937098,1038.48337987349,3008.56189994773,1765.27122086522,104.151934054737,2204.06413742382,1735.83210170692,1915.1337520826,896.52688717123,1690.88912109914,2343.46904896735,2990.49387202911,0,1031.49508068711,326.613282827116,133.017490962751,2295.47988213394,1100.70600184373,2817.35188370649,957.421820166539,884.328430586739
"16",846.139223281507,170.108821418588,1264.26034593313,194.898791017033,2027.69610277532,758.407005298538,1037.53276628361,1177.04635435519,713.057451824957,893.952179426881,305.755065093573,681.234573913134,1314.01954736504,2033.36309483983,1031.49508068711,0,712.647669869754,1163.42056806265,1264.55194313819,261.277676420287,1796.90224411696,140.301427105161,306.750334703016
"17",133.963436900959,686.241694435711,1976.6289095459,743.423323422452,2683.06271914624,1459.33090899425,360.999475857289,1879.86236982725,1423.12783268984,1603.53643621491,622.7282194896,1383.57742306195,2026.66705791278,2667.14760726033,326.613282827116,712.647669869754,0,454.883100310662,1976.86097134383,813.23186281233,2491.46793784868,652.763653138805,610.12864042438
"18",321.532634885918,1117.80094308082,2427.35944925021,1171.33415548062,3131.68694358904,1898.28557553147,179.103402271803,2334.4516559811,1868.67954520428,2048.05653157751,1028.22067573075,1823.90470554086,2475.99229674608,3110.6786533034,133.017490962751,1163.42056806265,454.883100310662,0,2427.71742649068,1233.10631831546,2946.26849760084,1090.42492979158,1016.08596107775
"19",2110.54506662301,1326.72226376773,4.4533391081128,1281.83968995857,1016.49170726169,579.66247946024,2295.99441083568,225.342091333785,571.459443570693,408.436796460745,1447.66135481829,638.3755464271,70.4959679933599,1108.15696295808,2295.47988213394,1264.55194313819,1976.86097134383,2427.71742649068,0,1240.8116319834,630.534671088796,1345.40450630157,1457.5606859786
"20",937.591758484474,139.498059061672,1239.60239627699,81.0453407469505,2103.06953681579,677.373444287037,1081.67778563454,1199.81177686667,669.420961843884,839.274460166058,209.910923120975,607.850479918898,1278.9928471574,2128.33974235958,1100.70600184373,261.277676420287,813.23186281233,1233.10631831546,1240.8116319834,0,1823.94404199924,187.009958246628,220.985654951689
"21",2624.7809923472,1889.82543181628,633.588011897616,1852.66590272985,440.904921254837,1196.43558922064,2832.22837806714,624.955192337534,1166.42842610404,1025.89427924392,2022.65118939028,1245.40562332691,629.338273949104,578.769663056315,2817.35188370649,1796.90224411696,2491.46793784868,2946.26849760084,630.534671088796,1823.94404199924,0,1899.70585129375,2031.24086993099
"22",782.441264591172,49.562126838484,1344.72051918563,106.028399060807,2146.82933504106,808.385429360544,951.347081743918,1275.96759788847,779.829898779538,958.223722145422,165.507308261622,733.579028995176,1390.25491718146,2157.97280329988,957.421820166539,140.301427105161,652.763653138805,1090.42492979158,1345.40450630157,187.009958246628,1899.70585129375,0,166.504174844091
"23",728.613590397502,150.55960155576,1456.48925845333,178.59537174564,2294.17346368993,898.024384409339,861.786204426821,1406.28657780322,886.303823873904,1058.57006055543,12.6005212297515,827.732257704336,1497.4052730872,2310.6596285745,884.328430586739,306.750334703016,610.12864042438,1016.08596107775,1457.5606859786,220.985654951689,2031.24086993099,166.504174844091,0
